epoch,startBlock,lockBlock,endBlock,lockPrice,closePrice,totalAmount,bullAmount,bearAmount,rewardBaseCalAmount,rewardAmount,oracleCalled
1812,7190167,7190267,7190367,63767000000,63840000000,6.32E+19,2.51E+19,3.80E+19,2.51E+19,6.13E+19,TRUE
1813,7190270,7190370,7190470,63840000000,63697155454,6.99E+19,4.68E+19,2.31E+19,2.31E+19,6.78E+19,TRUE
1814,7190374,7190474,7190574,63697155454,63780000000,6.16E+19,1.57E+19,4.59E+19,1.57E+19,5.97E+19,TRUE
1815,7190477,7190577,7190677,63780000000,63630913401,6.95E+19,2.23E+19,4.73E+19,4.73E+19,6.75E+19,TRUE
1816,7190581,7190681,7190781,63630913401,63547000000,6.67E+19,3.50E+19,3.17E+19,3.17E+19,6.47E+19,TRUE
1817,7190685,7190785,7190885,63547000000,63660242787,7.10E+19,3.39E+19,3.71E+19,3.39E+19,6.88E+19,TRUE
1818,7190788,7190888,7190988,63660242787,63621000000,9.85E+19,3.17E+19,6.68E+19,6.68E+19,9.55E+19,TRUE
1819,7190891,7190991,7191091,63621000000,63770388181,5.71E+19,3.79E+19,1.92E+19,3.79E+19,5.54E+19,TRUE
1820,7190994,7191094,7191194,63770388181,64125000000,7.35E+19,5.57E+19,1.78E+19,5.57E+19,7.12E+19,TRUE
1821,7191097,7191197,7191297,64125000000,64099943830,9.08E+19,6.56E+19,2.52E+19,2.52E+19,8.81E+19,TRUE
1822,7191200,7191300,7191400,64099943830,63969000000,4.95E+19,1.83E+19,3.12E+19,3.12E+19,4.80E+19,TRUE
1823,7191303,7191403,7191503,63969000000,63930000000,5.79E+19,2.09E+19,3.70E+19,3.70E+19,5.62E+19,TRUE
1824,7191406,7191506,7191606,63930000000,64054345170,1.01E+20,4.27E+19,5.86E+19,4.27E+19,9.83E+19,TRUE
1825,7191509,7191609,7191709,64054345170,63938767779,4.84E+19,2.65E+19,2.19E+19,2.19E+19,4.70E+19,TRUE
1826,7191612,7191712,7191812,63938767779,63966000000,5.62E+19,1.39E+19,4.23E+19,1.39E+19,5.46E+19,TRUE
1827,7191715,7191815,7191915,63966000000,63785912662,3.77E+19,2.17E+19,1.60E+19,1.60E+19,3.65E+19,TRUE
1828,7191818,7191918,7192018,63785912662,63843236245,4.35E+19,2.72E+19,1.63E+19,2.72E+19,4.22E+19,TRUE
1829,7191921,7192021,7192121,63843236245,63713217829,7.12E+19,2.42E+19,4.71E+19,4.71E+19,6.91E+19,TRUE
1830,7192024,7192124,7192224,63713217829,63660143096,6.24E+19,3.51E+19,2.74E+19,2.74E+19,6.06E+19,TRUE
1831,7192127,7192227,7192327,63660143096,63726000000,5.59E+19,3.14E+19,2.45E+19,3.14E+19,5.42E+19,TRUE
1832,7192232,7192332,7192432,63726000000,63885714384,4.85E+19,3.40E+19,1.45E+19,3.40E+19,4.71E+19,TRUE
1833,7192335,7192435,7192535,63885714384,63813000000,5.36E+19,3.17E+19,2.19E+19,2.19E+19,5.20E+19,TRUE
1834,7192438,7192538,7192638,63813000000,63742000000,4.93E+19,1.78E+19,3.15E+19,3.15E+19,4.78E+19,TRUE
1835,7192541,7192641,7192741,63742000000,63463275524,7.15E+19,3.72E+19,3.43E+19,3.43E+19,6.93E+19,TRUE
1836,7192644,7192744,7192844,63463275524,63098778256,6.57E+19,2.17E+19,4.40E+19,4.40E+19,6.37E+19,TRUE
1837,7192747,7192847,7192947,63098778256,62579170315,6.55E+19,2.70E+19,3.85E+19,3.85E+19,6.36E+19,TRUE
1838,7192850,7192950,7193050,62579170315,62590000000,1.02E+20,2.97E+19,7.25E+19,2.97E+19,9.91E+19,TRUE
1839,7192952,7193052,7193152,62590000000,62872729621,7.69E+19,5.44E+19,2.25E+19,5.44E+19,7.46E+19,TRUE
1840,7193055,7193155,7193255,62872729621,62825346944,8.67E+19,6.28E+19,2.39E+19,2.39E+19,8.41E+19,TRUE
1841,7193158,7193258,7193358,62825346944,62976065419,4.97E+19,3.64E+19,1.33E+19,3.64E+19,4.82E+19,TRUE
1842,7193262,7193362,7193462,62976065419,63006778163,5.41E+19,3.25E+19,2.16E+19,3.25E+19,5.25E+19,TRUE
1843,7193366,7193466,7193566,63006778163,62677458597,5.73E+19,2.29E+19,3.44E+19,3.44E+19,5.55E+19,TRUE
1844,7193469,7193569,7193669,62677458597,62380394592,5.63E+19,1.73E+19,3.90E+19,3.90E+19,5.46E+19,TRUE
1845,7193573,7193673,7193773,62380394592,62407000000,7.62E+19,2.94E+19,4.68E+19,2.94E+19,7.39E+19,TRUE
1846,7193677,7193777,7193877,62407000000,62524762986,4.96E+19,3.13E+19,1.83E+19,3.13E+19,4.81E+19,TRUE
1847,7193781,7193881,7193981,62524762986,62756799947,7.03E+19,3.57E+19,3.46E+19,3.57E+19,6.82E+19,TRUE
1848,7193885,7193985,7194085,62756799947,62933418581,7.11E+19,3.77E+19,3.34E+19,3.77E+19,6.90E+19,TRUE
1849,7193989,7194089,7194189,62933418581,62998766476,7.33E+19,3.29E+19,4.04E+19,3.29E+19,7.11E+19,TRUE
1850,7194093,7194193,7194293,62998766476,63157646300,7.29E+19,5.17E+19,2.12E+19,5.17E+19,7.07E+19,TRUE
1851,7194197,7194297,7194397,63157646300,63216000000,7.69E+19,4.98E+19,2.70E+19,4.98E+19,7.45E+19,TRUE
1852,7194301,7194401,7194501,63216000000,63231122815,6.66E+19,2.67E+19,3.99E+19,2.67E+19,6.46E+19,TRUE
1853,7194404,7194504,7194604,63231122815,62833403822,5.63E+19,2.14E+19,3.49E+19,3.49E+19,5.46E+19,TRUE
1854,7194508,7194608,7194708,62833403822,62740050626,9.45E+19,2.88E+19,6.57E+19,6.57E+19,9.17E+19,TRUE
1855,7194611,7194711,7194811,62740050626,62649166346,8.05E+19,2.32E+19,5.73E+19,5.73E+19,7.81E+19,TRUE
1856,7194715,7194815,7194915,62649166346,62613712439,6.75E+19,2.48E+19,4.27E+19,4.27E+19,6.55E+19,TRUE
1857,7194818,7194918,7195018,62613712439,62687170322,5.56E+19,2.19E+19,3.37E+19,2.19E+19,5.40E+19,TRUE
1858,7194921,7195021,7195121,62687170322,62567297574,7.43E+19,4.68E+19,2.75E+19,2.75E+19,7.20E+19,TRUE
1859,7195025,7195125,7195225,62567297574,62798583073,6.73E+19,1.95E+19,4.78E+19,1.95E+19,6.52E+19,TRUE
1860,7195128,7195228,7195328,62798583073,62763968464,6.00E+19,4.65E+19,1.35E+19,1.35E+19,5.82E+19,TRUE
1861,7195232,7195332,7195432,62763968464,62782451108,6.42E+19,1.58E+19,4.83E+19,1.58E+19,6.22E+19,TRUE
1862,7195337,7195437,7195537,62782451108,62867131489,3.75E+19,2.03E+19,1.72E+19,2.03E+19,3.64E+19,TRUE
1863,7195441,7195541,7195641,62867131489,62681459887,4.25E+19,1.56E+19,2.69E+19,2.69E+19,4.13E+19,TRUE
1864,7195545,7195645,7195745,62681459887,62776183110,3.68E+19,2.46E+19,1.23E+19,2.46E+19,3.57E+19,TRUE
1865,7195649,7195749,7195849,62776183110,62722000000,3.55E+19,2.69E+19,8.53E+18,8.53E+18,3.44E+19,TRUE
1866,7195752,7195852,7195952,62722000000,62886382514,3.98E+19,1.91E+19,2.07E+19,1.91E+19,3.86E+19,TRUE
1867,7195856,7195956,7196056,62886382514,62845870123,3.56E+19,1.19E+19,2.37E+19,2.37E+19,3.45E+19,TRUE
1868,7195959,7196059,7196159,62845870123,63069000000,4.58E+19,2.87E+19,1.71E+19,2.87E+19,4.44E+19,TRUE
1869,7196063,7196163,7196263,63069000000,63148177847,5.02E+19,3.26E+19,1.75E+19,3.26E+19,4.86E+19,TRUE
1870,7196167,7196267,7196367,63148177847,63235000000,3.67E+19,1.98E+19,1.69E+19,1.98E+19,3.56E+19,TRUE
1871,7196270,7196370,7196470,63235000000,63242599240,4.44E+19,2.93E+19,1.51E+19,2.93E+19,4.31E+19,TRUE
1872,7196373,7196473,7196573,63242599240,63206456466,3.03E+19,1.15E+19,1.88E+19,1.88E+19,2.94E+19,TRUE
1873,7196477,7196577,7196677,63206456466,63253918674,4.29E+19,1.49E+19,2.80E+19,1.49E+19,4.17E+19,TRUE
1874,7196581,7196681,7196781,63253918674,63264000000,2.44E+19,1.20E+19,1.24E+19,1.20E+19,2.37E+19,TRUE
1875,7196685,7196785,7196885,63264000000,63226417074,3.55E+19,1.39E+19,2.16E+19,2.16E+19,3.44E+19,TRUE
1876,7196788,7196888,7196988,63226417074,63367973916,4.14E+19,2.23E+19,1.91E+19,2.23E+19,4.01E+19,TRUE
1877,7196892,7196992,7197092,63367973916,63424703166,4.78E+19,3.09E+19,1.69E+19,3.09E+19,4.64E+19,TRUE
1878,7196996,7197096,7197196,63424703166,63461000000,3.66E+19,1.19E+19,2.47E+19,1.19E+19,3.55E+19,TRUE
1879,7197100,7197200,7197300,63461000000,63452742857,3.72E+19,1.52E+19,2.20E+19,2.20E+19,3.61E+19,TRUE
1880,7197203,7197303,7197403,63452742857,63396156040,3.09E+19,1.70E+19,1.39E+19,1.39E+19,3.00E+19,TRUE
1881,7197307,7197407,7197507,63396156040,63548000000,2.66E+19,1.48E+19,1.18E+19,1.48E+19,2.58E+19,TRUE
1882,7197411,7197511,7197611,63548000000,63572000000,3.57E+19,1.95E+19,1.62E+19,1.95E+19,3.46E+19,TRUE
1883,7197514,7197614,7197714,63572000000,63590406869,2.54E+19,1.47E+19,1.07E+19,1.47E+19,2.46E+19,TRUE
1884,7197617,7197717,7197817,63590406869,63610000000,3.26E+19,1.73E+19,1.53E+19,1.73E+19,3.16E+19,TRUE
1885,7197721,7197821,7197921,63610000000,63698000000,2.82E+19,1.75E+19,1.07E+19,1.75E+19,2.74E+19,TRUE
1886,7197825,7197925,7198025,63698000000,63784000000,4.09E+19,2.10E+19,1.99E+19,2.10E+19,3.97E+19,TRUE
1887,7197928,7198028,7198128,63784000000,63664135881,3.96E+19,2.13E+19,1.83E+19,1.83E+19,3.84E+19,TRUE
1888,7198031,7198131,7198231,63664135881,63756867012,5.54E+19,1.68E+19,3.86E+19,1.68E+19,5.38E+19,TRUE
1889,7198135,7198235,7198335,63756867012,63796282195,3.32E+19,2.28E+19,1.03E+19,2.28E+19,3.22E+19,TRUE
1890,7198238,7198338,7198438,63796282195,63739464741,3.83E+19,2.28E+19,1.55E+19,1.55E+19,3.71E+19,TRUE
1891,7198341,7198441,7198541,63739464741,63562924099,5.31E+19,1.33E+19,3.98E+19,3.98E+19,5.15E+19,TRUE
1892,7198445,7198545,7198645,63562924099,63530533205,3.45E+19,1.63E+19,1.82E+19,1.82E+19,3.34E+19,TRUE
1893,7198548,7198648,7198748,63530533205,63655946742,4.37E+19,3.22E+19,1.16E+19,3.22E+19,4.24E+19,TRUE
1894,7198651,7198751,7198851,63655946742,63477216472,3.72E+19,1.24E+19,2.48E+19,2.48E+19,3.61E+19,TRUE
1895,7198754,7198854,7198954,63477216472,63381447563,5.13E+19,1.64E+19,3.49E+19,3.49E+19,4.98E+19,TRUE
1896,7198857,7198957,7199057,63381447563,63472767737,4.18E+19,7.95E+18,3.39E+19,7.95E+18,4.06E+19,TRUE
1897,7198960,7199060,7199160,63472767737,63404714517,2.65E+19,1.14E+19,1.51E+19,1.51E+19,2.57E+19,TRUE
1898,7199063,7199163,7199263,63404714517,63400691721,4.41E+19,9.70E+18,3.44E+19,3.44E+19,4.28E+19,TRUE
1899,7199166,7199266,7199366,63400691721,62964000000,4.30E+19,1.16E+19,3.14E+19,3.14E+19,4.17E+19,TRUE
1900,7199269,7199369,7199469,62964000000,63299795519,5.54E+19,2.22E+19,3.32E+19,2.22E+19,5.38E+19,TRUE
1901,7199373,7199473,7199573,63299795519,63603000000,3.83E+19,2.34E+19,1.49E+19,2.34E+19,3.72E+19,TRUE
1902,7199476,7199576,7199676,63603000000,63563267396,4.29E+19,2.84E+19,1.45E+19,1.45E+19,4.16E+19,TRUE
1903,7199580,7199680,7199780,63563267396,63255662556,5.61E+19,7.85E+18,4.82E+19,4.82E+19,5.44E+19,TRUE
1904,7199683,7199783,7199883,63255662556,63115164992,2.77E+19,1.10E+19,1.67E+19,1.67E+19,2.69E+19,TRUE
1905,7199788,7199888,7199988,63115164992,63019869184,7.56E+19,4.32E+19,3.24E+19,3.24E+19,7.34E+19,TRUE
1906,7199893,7199993,7200093,63019869184,63196000000,4.79E+19,1.39E+19,3.40E+19,1.39E+19,4.65E+19,TRUE
1907,7199996,7200096,7200196,63196000000,63099661240,3.39E+19,2.46E+19,9.32E+18,9.32E+18,3.29E+19,TRUE
1908,7200100,7200200,7200300,63099661240,63100000000,2.92E+19,1.10E+19,1.82E+19,1.10E+19,2.84E+19,TRUE
1909,7200204,7200304,7200404,63100000000,62847000000,3.36E+19,1.49E+19,1.87E+19,1.87E+19,3.26E+19,TRUE
1910,7200308,7200408,7200508,62847000000,62797665002,3.10E+19,1.54E+19,1.56E+19,1.56E+19,3.01E+19,TRUE
1911,7200412,7200512,7200612,62797665002,62640076807,4.49E+19,1.16E+19,3.34E+19,3.34E+19,4.36E+19,TRUE
1912,7200516,7200616,7200716,62640076807,62602420262,4.83E+19,1.63E+19,3.20E+19,3.20E+19,4.69E+19,TRUE
1913,7200620,7200720,7200820,62602420262,62764771832,5.12E+19,2.72E+19,2.41E+19,2.72E+19,4.97E+19,TRUE
1914,7200723,7200823,7200923,62764771832,62805212475,6.05E+19,2.81E+19,3.23E+19,2.81E+19,5.87E+19,TRUE
1915,7200826,7200926,7201026,62805212475,62897000000,3.89E+19,2.33E+19,1.56E+19,2.33E+19,3.77E+19,TRUE
1916,7200930,7201030,7201130,62897000000,62965270771,4.29E+19,2.12E+19,2.17E+19,2.12E+19,4.16E+19,TRUE
1917,7201034,7201134,7201234,62965270771,62890760006,2.74E+19,1.77E+19,9.65E+18,9.65E+18,2.66E+19,TRUE
1918,7201137,7201237,7201337,62890760006,62770132737,4.35E+19,1.05E+19,3.30E+19,3.30E+19,4.22E+19,TRUE
1919,7201240,7201340,7201440,62770132737,62607641638,3.56E+19,1.19E+19,2.37E+19,2.37E+19,3.45E+19,TRUE
1920,7201344,7201444,7201544,62607641638,62643683694,5.00E+19,2.71E+19,2.29E+19,2.71E+19,4.85E+19,TRUE
1921,7201448,7201548,7201648,62643683694,62716390553,2.69E+19,1.79E+19,8.96E+18,1.79E+19,2.60E+19,TRUE
1922,7201552,7201652,7201752,62716390553,62648287272,4.76E+19,2.49E+19,2.27E+19,2.27E+19,4.62E+19,TRUE
1923,7201655,7201755,7201855,62648287272,62521897748,3.57E+19,1.63E+19,1.94E+19,1.94E+19,3.47E+19,TRUE
1924,7201758,7201858,7201958,62521897748,62531435390,3.38E+19,2.20E+19,1.18E+19,2.20E+19,3.28E+19,TRUE
1925,7201861,7201961,7202061,62531435390,0,4.43E+19,1.86E+19,2.57E+19,0,0,FALSE
1926,7201964,7202064,7202164,0,0,2.91E+19,9.90E+18,1.92E+19,0,0,FALSE
1927,7203231,7203331,7203431,61776823248,61670793166,9.55E+18,1.90E+18,7.65E+18,7.65E+18,9.27E+18,TRUE
1928,7203335,7203435,7203535,61670793166,61856505471,2.44E+19,1.49E+19,9.55E+18,1.49E+19,2.37E+19,TRUE
1929,7203439,7203539,7203639,61856505471,61872000000,2.23E+19,7.96E+18,1.44E+19,7.96E+18,2.16E+19,TRUE
1930,7203543,7203643,7203743,61872000000,61977271809,2.42E+19,1.24E+19,1.19E+19,1.24E+19,2.35E+19,TRUE
1931,7203647,7203747,7203847,61977271809,62038373355,3.98E+19,2.61E+19,1.37E+19,2.61E+19,3.86E+19,TRUE
1932,7203750,7203850,7203950,62038373355,61978503510,2.14E+19,7.63E+18,1.37E+19,1.37E+19,2.07E+19,TRUE
1933,7203853,7203953,7204053,61978503510,61628413527,3.89E+19,1.58E+19,2.32E+19,2.32E+19,3.78E+19,TRUE
1934,7203956,7204056,7204156,61628413527,61467974456,5.31E+19,1.63E+19,3.68E+19,3.68E+19,5.15E+19,TRUE
1935,7204059,7204159,7204259,61467974456,61773622624,3.49E+19,1.48E+19,2.02E+19,1.48E+19,3.39E+19,TRUE
1936,7204162,7204262,7204362,61773622624,61974633453,4.12E+19,1.81E+19,2.31E+19,1.81E+19,4.00E+19,TRUE
1937,7204265,7204365,7204465,61974633453,61832626580,3.76E+19,1.03E+19,2.74E+19,2.74E+19,3.65E+19,TRUE
1938,7204368,7204468,7204568,61832626580,61563500000,7.41E+19,2.58E+19,4.83E+19,4.83E+19,7.19E+19,TRUE
1939,7204471,7204571,7204671,61563500000,0,5.41E+19,2.66E+19,2.75E+19,0,0,FALSE
1940,7204581,7204681,7204781,0,0,1.07E+18,6.07E+17,4.65E+17,0,0,FALSE
1941,7208458,7208558,7208658,62122000000,62133897941,9.66E+18,6.41E+18,3.25E+18,6.41E+18,9.37E+18,TRUE
1942,7208563,7208663,7208763,62133897941,62162458181,1.95E+19,1.25E+19,7.02E+18,1.25E+19,1.89E+19,TRUE
1943,7208667,7208767,7208867,62162458181,62230155236,2.15E+19,7.61E+18,1.39E+19,7.61E+18,2.09E+19,TRUE
1944,7208771,7208871,7208971,62230155236,62287791391,2.59E+19,1.58E+19,1.01E+19,1.58E+19,2.51E+19,TRUE
1945,7208876,7208976,7209076,62287791391,61971941852,3.14E+19,1.12E+19,2.01E+19,2.01E+19,3.04E+19,TRUE
